"DAY";"OD_PAIR";"PERIOD";"OD_FLOW";"WEEKDAY";"MONTH"
"2017-02-06";"south-west_northwest";"midday period";"306";"Monday";2
"2017-02-07";"south-west_northwest";"midday period";"415";"Tuesday";2
"2017-02-08";"south-west_northwest";"midday period";"384";"Wednesday";2
"2017-02-09";"south-west_northwest";"midday period";"428";"Thursday";2
"2017-02-10";"south-west_northwest";"midday period";"531";"Friday";2
"2017-02-13";"south-west_northwest";"midday period";"435";"Monday";2
"2017-02-14";"south-west_northwest";"midday period";"437";"Tuesday";2
"2017-02-15";"south-west_northwest";"midday period";"372";"Wednesday";2
"2017-02-16";"south-west_northwest";"midday period";"382";"Thursday";2
"2017-02-17";"south-west_northwest";"midday period";"387";"Friday";2
"2017-02-20";"south-west_northwest";"midday period";"435";"Monday";2
"2017-02-21";"south-west_northwest";"midday period";"368";"Tuesday";2
"2017-02-22";"south-west_northwest";"midday period";"320";"Wednesday";2
"2017-02-23";"south-west_northwest";"midday period";"342";"Thursday";2
"2017-02-24";"south-west_northwest";"midday period";"454";"Friday";2
"2017-02-27";"south-west_northwest";"midday period";NA;"Monday";2
"2017-02-28";"south-west_northwest";"midday period";NA;"Tuesday";2
"2017-03-01";"south-west_northwest";"midday period";NA;"Wednesday";3
"2017-03-02";"south-west_northwest";"midday period";"385";"Thursday";3
"2017-03-03";"south-west_northwest";"midday period";"482";"Friday";3
"2017-03-06";"south-west_northwest";"midday period";"472";"Monday";3
"2017-03-07";"south-west_northwest";"midday period";"366";"Tuesday";3
"2017-03-08";"south-west_northwest";"midday period";"438";"Wednesday";3
"2017-03-09";"south-west_northwest";"midday period";"471";"Thursday";3
"2017-03-10";"south-west_northwest";"midday period";"456";"Friday";3
"2017-03-13";"south-west_northwest";"midday period";"423";"Monday";3
"2017-03-14";"south-west_northwest";"midday period";"375";"Tuesday";3
"2017-03-15";"south-west_northwest";"midday period";"492";"Wednesday";3
"2017-03-16";"south-west_northwest";"midday period";"403";"Thursday";3
"2017-03-17";"south-west_northwest";"midday period";"514";"Friday";3
